Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-07-15 11:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-07-15 11:00
a03,0,22,25,101.30,0.00,0.00,0.00,357.10,497.40,0.00,0.00,0.00,4944,30,60,65,60,2025-07-15 11:00
a04,1,22,25,150.80,160.10,32.00,5.00,226.80,427.60,386.90,9.30,0.00,5121,30,60,65,60,2025-07-15 11:00
a05,0,16,18,158.20,0.00,0.00,0.00,250.70,436.90,0.00,0.00,0.00,790,10,20,65,60,2025-07-15 11:00
a06,1,16,18,210.70,210.70,32.00,35.00,136.20,386.90,346.90,0.00,0.00,4754,30,60,65,60,2025-07-15 11:00
a07,1,22,25,227.80,227.80,5.00,5.00,282.10,537.90,534.50,0.00,0.00,5451,30,60,65,60,2025-07-15 11:00
a08,0,48,49,239.50,0.00,0.00,0.00,104.20,372.70,0.00,0.00,0.00,5500,30,60,65,60,2025-07-15 11:00
a09,1,15,17,325.20,325.20,5.00,35.00,209.20,599.40,534.40,0.00,0.00,856,10,20,65,60,2025-07-15 11:00
a10,0,28,28,343.60,0.00,0.00,0.00,317.20,724.80,0.00,0.00,0.00,5286,30,60,65,60,2025-07-15 11:00
a11,0,28,28,370.80,0.00,0.00,0.00,291.60,718.40,0.00,0.00,0.00,1138,10,20,65,60,2025-07-15 11:00
a12,0,28,28,399.70,0.00,0.00,0.00,248.00,671.70,0.00,0.00,0.00,1199,10,20,65,60,2025-07-15 11:00
a13,1,25,30,431.50,431.50,35.00,5.00,197.90,653.40,629.40,0.00,0.00,5219,30,60,65,60,2025-07-15 11:00
a14,0,20,22,439.00,0.00,0.00,0.00,207.60,712.60,0.00,0.00,0.00,5029,30,60,65,60,2025-07-15 11:00
a15,1,25,30,514.70,534.60,5.00,5.00,256.10,824.80,790.70,19.90,0.00,5389,30,60,65,60,2025-07-15 11:00
a16,0,18,20,563.70,0.00,0.00,0.00,262.60,869.30,0.00,0.00,0.00,1036,10,20,65,60,2025-07-15 11:00
a17,0,48,49,711.70,0.00,0.00,0.00,369.10,1114.80,0.00,0.00,0.00,5500,30,60,65,60,2025-07-15 11:00
a18,0,48,49,798.10,0.00,0.00,0.00,221.50,1066.60,0.00,0.00,0.00,5500,30,60,65,60,2025-07-15 11:00
a19,1,22,25,812.60,812.60,5.00,5.00,192.40,1072.00,1005.00,0.00,0.00,5401,30,60,65,60,2025-07-15 11:00
a20,1,18,20,828.60,828.60,5.00,35.00,139.90,1015.50,968.50,0.00,0.00,1078,10,20,65,60,2025-07-15 11:00
a21,1,25,30,915.10,915.10,32.00,5.00,110.30,1052.40,1025.40,0.00,0.00,5214,30,60,65,60,2025-07-15 11:00
a22,0,16,18,935.30,0.00,0.00,0.00,212.40,1178.70,0.00,0.00,0.00,1111,10,20,65,60,2025-07-15 11:00
a23,0,15,17,976.70,0.00,0.00,0.00,393.50,1404.20,0.00,0.00,0.00,955,10,20,65,60,2025-07-15 11:00
a24,1,22,25,1093.70,1093.70,5.00,5.00,376.50,1525.20,1470.20,0.00,0.00,5217,30,60,65,60,2025-07-15 11:00
a25,1,22,25,1174.40,1174.40,32.00,5.00,143.50,1372.90,1317.90,0.00,0.00,5381,30,60,65,60,2025-07-15 11:00
a26,0,25,30,1200.60,0.00,0.00,0.00,292.50,1541.10,0.00,0.00,0.00,1156,10,20,65,60,2025-07-15 11:00
a27,1,22,25,1312.90,1318.00,32.00,5.00,351.70,1725.60,1669.70,5.10,0.00,5105,30,60,65,60,2025-07-15 11:00
a28,0,25,30,1366.60,0.00,0.00,0.00,311.90,1725.50,0.00,0.00,0.00,5176,30,60,65,60,2025-07-15 11:00
a29,1,18,20,1420.00,1420.00,32.00,35.00,119.70,1586.70,1539.70,0.00,0.00,881,10,20,65,60,2025-07-15 11:00
a30,0,22,25,1487.80,0.00,0.00,0.00,228.10,1759.90,0.00,0.00,0.00,1120,10,20,65,60,2025-07-15 11:00
a31,0,48,49,1518.50,0.00,0.00,0.00,253.70,1825.20,0.00,0.00,0.00,1200,10,20,65,60,2025-07-15 11:00
a32,1,22,25,1534.90,1534.90,5.00,5.00,368.80,1955.70,1903.70,0.00,0.00,1173,10,20,65,60,2025-07-15 11:00
a33,0,28,28,1579.70,0.00,0.00,0.00,273.50,1907.20,0.00,0.00,0.00,1172,10,20,65,60,2025-07-15 11:00
a34,0,15,17,1644.90,0.00,0.00,0.00,227.80,1924.70,0.00,0.00,0.00,995,10,20,65,60,2025-07-15 11:00
a35,1,16,18,1686.80,1686.80,5.00,35.00,179.90,1892.70,1866.70,0.00,0.00,829,10,20,65,60,2025-07-15 11:00
a36,1,20,22,1817.60,1817.60,38.00,5.00,299.00,2187.60,2201.40,0.00,13.80,5398,30,60,65,60,2025-07-15 11:00
a37,0,48,49,1832.30,0.00,0.00,0.00,159.00,2037.30,0.00,0.00,0.00,5500,30,60,65,60,2025-07-15 11:00
a38,1,20,22,1916.80,1916.80,38.00,32.00,284.50,2262.30,2201.30,0.00,0.00,4923,30,60,65,60,2025-07-15 11:00
a39,0,48,49,1917.20,0.00,0.00,0.00,393.60,2347.80,0.00,0.00,0.00,5500,30,60,65,60,2025-07-15 11:00
a40,1,28,28,2072.80,2072.80,5.00,5.00,359.70,2474.50,2432.50,0.00,0.00,5358,30,60,65,60,2025-07-15 11:00
a41,0,28,28,2105.20,0.00,0.00,0.00,161.50,2317.70,0.00,0.00,0.00,5326,30,60,65,60,2025-07-15 11:00
