Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:09
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:09
a03,1,28,28,133.00,160.20,30,5,333.00,496.00,493.20,27.20,0.00,5381,30,60,65,60,2025-08-17 01:09
a04,0,25,30,227.30,0.00,0,0,378.10,633.40,0.00,0.00,0.00,1127,10,20,65,60,2025-08-17 01:09
a05,0,20,22,473.60,0.00,0,0,341.30,864.90,0.00,0.00,0.00,1138,10,20,65,60,2025-08-17 01:09
a06,1,28,28,513.80,513.80,5,5,101.80,641.60,615.60,0.00,0.00,5438,30,60,65,60,2025-08-17 01:09
a07,0,28,28,580.50,0.00,0,0,250.80,878.30,0.00,0.00,0.00,5418,30,60,65,60,2025-08-17 01:09
a08,0,16,18,687.00,0.00,0,0,211.80,932.80,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 01:09
a09,1,48,49,700.70,700.70,5,5,258.60,983.30,959.30,0.00,0.00,5500,30,60,65,60,2025-08-17 01:09
a10,0,22,25,838.90,0.00,0,0,201.50,1066.40,0.00,0.00,0.00,1097,10,20,65,60,2025-08-17 01:09
a11,0,18,20,857.60,0.00,0,0,269.00,1174.60,0.00,0.00,0.00,1195,10,20,65,60,2025-08-17 01:09
a12,1,48,49,1128.50,1128.50,5,5,360.80,1558.30,1489.30,0.00,0.00,5500,30,60,65,60,2025-08-17 01:09
a13,0,48,49,1200.00,0.00,0,0,226.20,1493.20,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 01:09
a14,0,28,28,1228.50,0.00,0,0,381.80,1663.30,0.00,0.00,0.00,5349,30,60,65,60,2025-08-17 01:09
a15,0,18,20,1233.90,0.00,0,0,320.40,1593.30,0.00,0.00,0.00,1067,10,20,65,60,2025-08-17 01:09
a16,0,16,18,1382.00,0.00,0,0,380.70,1824.70,0.00,0.00,0.00,936,10,20,65,60,2025-08-17 01:09
a17,0,22,25,1488.90,0.00,0,0,128.00,1683.90,0.00,0.00,0.00,1134,10,20,65,60,2025-08-17 01:09
