Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:51
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:51
a03,0,48,49,61.30,0.00,0,0,275.10,375.40,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:51
a04,1,22,25,72.00,160.20,30,5,363.90,479.90,524.10,88.20,44.20,5293,30,60,65,60,2025-08-17 00:51
a05,0,18,20,200.10,0.00,0,0,170.20,414.30,0.00,0.00,0.00,1122,10,20,65,60,2025-08-17 00:51
a06,1,18,20,248.00,248.00,5,5,247.70,547.70,495.70,0.00,0.00,4506,30,60,65,60,2025-08-17 00:51
a07,0,22,25,322.60,0.00,0,0,393.20,785.80,0.00,0.00,0.00,1053,10,20,65,60,2025-08-17 00:51
a08,0,15,17,615.80,0.00,0,0,195.60,873.40,0.00,0.00,0.00,1060,10,20,65,60,2025-08-17 00:51
a09,1,48,49,629.40,629.40,5,5,249.70,928.10,879.10,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a10,0,22,25,729.70,0.00,0,0,318.90,1081.60,0.00,0.00,0.00,994,10,20,65,60,2025-08-17 00:51
a11,0,25,30,811.00,0.00,0,0,151.60,998.60,0.00,0.00,0.00,5278,30,60,65,60,2025-08-17 00:51
a12,0,18,20,925.60,0.00,0,0,159.30,1154.90,0.00,0.00,0.00,1174,10,20,65,60,2025-08-17 00:51
a13,1,48,49,943.50,943.50,5,5,256.90,1256.40,1200.40,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a14,0,15,17,1017.30,0.00,0,0,137.90,1212.20,0.00,0.00,0.00,1109,10,20,65,60,2025-08-17 00:51
a15,1,16,18,1263.40,1263.40,35,5,126.90,1460.30,1390.30,0.00,0.00,4879,30,60,65,60,2025-08-17 00:51
a16,1,25,30,1349.40,1349.40,5,5,215.90,1630.30,1565.30,0.00,0.00,5288,30,60,65,60,2025-08-17 00:51
a17,0,16,18,1357.80,0.00,0,0,259.40,1669.20,0.00,0.00,0.00,788,10,20,65,60,2025-08-17 00:51
a18,0,18,20,1435.90,0.00,0,0,134.60,1629.50,0.00,0.00,0.00,1196,10,20,65,60,2025-08-17 00:51
a19,0,18,20,1482.00,0.00,0,0,349.90,1861.90,0.00,0.00,0.00,1058,10,20,65,60,2025-08-17 00:51
a20,1,20,22,1528.90,1528.90,35,5,169.90,1750.80,1698.80,0.00,0.00,4739,30,60,65,60,2025-08-17 00:51
a21,1,22,25,1649.90,1649.90,5,5,142.10,1836.00,1792.00,0.00,0.00,5155,30,60,65,60,2025-08-17 00:51
a22,1,48,49,1808.00,1808.00,5,5,363.00,2211.00,2171.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a23,0,48,49,1848.20,0.00,0,0,327.50,2240.70,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a24,0,18,20,1896.50,0.00,0,0,357.00,2315.50,0.00,0.00,0.00,1156,10,20,65,60,2025-08-17 00:51
a25,1,25,30,2063.20,2171.20,5,5,112.90,2235.10,2284.10,108.00,49.00,5486,30,60,65,60,2025-08-17 00:51
a26,1,28,28,2165.00,2284.30,5,5,131.50,2345.50,2415.80,119.30,70.30,5309,30,60,65,60,2025-08-17 00:51
a27,0,18,20,2169.80,0.00,0,0,396.70,2638.50,0.00,0.00,0.00,854,10,20,65,60,2025-08-17 00:51
a28,0,25,30,2170.50,0.00,0,0,139.20,2335.70,0.00,0.00,0.00,1096,10,20,65,60,2025-08-17 00:51
a29,0,15,17,2198.20,0.00,0,0,396.60,2652.80,0.00,0.00,0.00,1116,10,20,65,60,2025-08-17 00:51
a30,1,22,25,2246.20,2246.20,38,5,272.00,2579.20,2518.20,0.00,0.00,5050,30,60,65,60,2025-08-17 00:51
a31,0,15,17,2363.70,0.00,0,0,105.80,2526.50,0.00,0.00,0.00,878,10,20,65,60,2025-08-17 00:51
a32,1,16,18,2376.90,2415.90,5,5,195.60,2616.50,2611.50,39.00,0.00,1160,10,20,65,60,2025-08-17 00:51
