Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:55
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:55
a03,0,18,20,99.30,0.00,0,0,274.90,402.20,0.00,0.00,0.00,904,10,20,65,60,2025-08-17 00:55
a04,1,18,20,340.70,340.70,5,5,251.30,622.00,592.00,0.00,0.00,1120,10,20,65,60,2025-08-17 00:55
a05,1,20,22,389.70,389.70,38,5,394.20,822.90,783.90,0.00,0.00,5389,30,60,65,60,2025-08-17 00:55
a06,1,28,28,641.60,641.60,5,5,276.10,985.70,917.70,0.00,0.00,5405,30,60,65,60,2025-08-17 00:55
a07,0,20,22,645.40,0.00,0,0,361.20,1053.60,0.00,0.00,0.00,4838,30,60,65,60,2025-08-17 00:55
a08,0,18,20,709.90,0.00,0,0,351.10,1130.00,0.00,0.00,0.00,4665,30,60,65,60,2025-08-17 00:55
a09,0,16,18,759.50,0.00,0,0,356.10,1163.60,0.00,0.00,0.00,926,10,20,65,60,2025-08-17 00:55
a10,1,18,20,838.90,838.90,38,5,129.60,1012.50,968.50,0.00,0.00,1003,10,20,65,60,2025-08-17 00:55
a11,0,15,17,932.10,0.00,0,0,346.50,1339.60,0.00,0.00,0.00,839,10,20,65,60,2025-08-17 00:55
a12,1,28,28,1028.40,1028.40,5,5,373.70,1428.10,1402.10,0.00,0.00,5406,30,60,65,60,2025-08-17 00:55
a13,1,18,20,1089.00,1089.00,38,5,194.90,1343.90,1283.90,0.00,0.00,5007,30,60,65,60,2025-08-17 00:55
a14,0,18,20,1099.80,0.00,0,0,165.70,1319.50,0.00,0.00,0.00,4464,30,60,65,60,2025-08-17 00:55
a15,0,48,49,1177.90,0.00,0,0,387.20,1603.10,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:55
a16,0,15,17,1211.80,0.00,0,0,295.00,1573.80,0.00,0.00,0.00,910,10,20,65,60,2025-08-17 00:55
a17,1,20,22,1324.20,1402.30,5,5,150.70,1524.90,1553.00,78.10,28.10,954,10,20,65,60,2025-08-17 00:55
a18,1,15,17,1331.00,1331.00,38,5,358.20,1760.20,1689.20,0.00,0.00,1171,10,20,65,60,2025-08-17 00:55
a19,1,25,30,1610.60,1610.60,5,5,162.10,1807.70,1772.70,0.00,0.00,1094,10,20,65,60,2025-08-17 00:55
a20,0,28,28,1762.50,0.00,0,0,249.50,2041.00,0.00,0.00,0.00,5442,30,60,65,60,2025-08-17 00:55
a21,1,48,49,1868.30,1868.30,5,5,316.30,2225.60,2184.60,0.00,0.00,5500,30,60,65,60,2025-08-17 00:55
a22,0,28,28,1882.60,0.00,0,0,355.20,2301.80,0.00,0.00,0.00,5327,30,60,65,60,2025-08-17 00:55
a23,0,16,18,1935.20,0.00,0,0,142.40,2102.60,0.00,0.00,0.00,1005,10,20,65,60,2025-08-17 00:55
a24,0,16,18,1995.80,0.00,0,0,385.10,2445.90,0.00,0.00,0.00,813,10,20,65,60,2025-08-17 00:55
a25,0,25,30,2121.40,0.00,0,0,231.40,2415.80,0.00,0.00,0.00,1076,10,20,65,60,2025-08-17 00:55
a26,1,48,49,2154.50,2184.80,5,5,117.30,2327.80,2302.10,30.30,0.00,5500,30,60,65,60,2025-08-17 00:55
a27,0,18,20,2334.50,0.00,0,0,120.20,2506.70,0.00,0.00,0.00,1078,10,20,65,60,2025-08-17 00:55
a28,0,18,20,2334.90,0.00,0,0,324.20,2723.10,0.00,0.00,0.00,1061,10,20,65,60,2025-08-17 00:55
a29,0,28,28,2348.70,0.00,0,0,318.20,2737.90,0.00,0.00,0.00,5456,30,60,65,60,2025-08-17 00:55
a30,1,16,18,2361.00,2361.00,38,5,193.80,2584.80,2554.80,0.00,0.00,1187,10,20,65,60,2025-08-17 00:55
a31,0,22,25,2385.90,0.00,0,0,130.80,2578.70,0.00,0.00,0.00,1086,10,20,65,60,2025-08-17 00:55
a32,0,18,20,2414.00,0.00,0,0,387.80,2863.80,0.00,0.00,0.00,1051,10,20,65,60,2025-08-17 00:55
a33,1,28,28,2444.20,2444.20,5,5,179.40,2688.60,2623.60,0.00,0.00,5470,30,60,65,60,2025-08-17 00:55
a34,1,28,28,2534.80,2623.80,5,5,219.50,2784.30,2843.30,89.00,59.00,1196,10,20,65,60,2025-08-17 00:55
a35,0,25,30,2718.20,0.00,0,0,384.90,3149.10,0.00,0.00,0.00,1162,10,20,65,60,2025-08-17 00:55
a36,0,20,22,2800.50,0.00,0,0,218.80,3085.30,0.00,0.00,0.00,937,10,20,65,60,2025-08-17 00:55
a37,0,18,20,2929.20,0.00,0,0,397.60,3352.80,0.00,0.00,0.00,954,10,20,65,60,2025-08-17 00:55
a38,0,20,22,2939.80,0.00,0,0,271.10,3266.90,0.00,0.00,0.00,1195,10,20,65,60,2025-08-17 00:55
a39,1,20,22,2993.70,2993.70,35,5,390.80,3446.50,3384.50,0.00,0.00,5388,30,60,65,60,2025-08-17 00:55
a40,0,22,25,3023.40,0.00,0,0,213.10,3298.50,0.00,0.00,0.00,1057,10,20,65,60,2025-08-17 00:55
a41,1,25,30,3029.30,3029.30,5,5,296.70,3394.00,3326.00,0.00,0.00,5428,30,60,65,60,2025-08-17 00:55
a42,1,20,22,3197.60,3326.20,5,5,399.90,3624.50,3726.10,128.60,101.60,5158,30,60,65,60,2025-08-17 00:55
