Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:45
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:45
a03,0,15,17,10.60,0.00,0,0,357.20,392.80,0.00,0.00,0.00,1104,10,20,65,60,2025-08-17 00:45
a04,1,20,22,11.50,160.20,30,5,259.50,331.00,419.70,148.70,88.70,5469,30,60,65,60,2025-08-17 00:45
a05,0,15,17,44.30,0.00,0,0,200.00,312.30,0.00,0.00,0.00,1090,10,20,65,60,2025-08-17 00:45
a06,1,15,17,112.90,210.20,5,5,142.10,296.00,352.30,97.30,56.30,980,10,20,65,60,2025-08-17 00:45
a07,0,22,25,527.10,0.00,0,0,350.40,905.50,0.00,0.00,0.00,990,10,20,65,60,2025-08-17 00:45
a08,0,18,20,609.70,0.00,0,0,233.30,901.00,0.00,0.00,0.00,932,10,20,65,60,2025-08-17 00:45
a09,0,20,22,642.00,0.00,0,0,217.40,884.40,0.00,0.00,0.00,1116,10,20,65,60,2025-08-17 00:45
a10,0,16,18,673.20,0.00,0,0,352.30,1050.50,0.00,0.00,0.00,962,10,20,65,60,2025-08-17 00:45
a11,1,48,49,757.60,757.60,5,5,140.80,964.40,898.40,0.00,0.00,5500,30,60,65,60,2025-08-17 00:45
a12,1,20,22,763.80,898.50,5,5,142.70,937.50,1041.20,134.70,103.70,5492,30,60,65,60,2025-08-17 00:45
