Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:53
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:53
a03,1,16,18,397.40,397.40,5,5,152.20,615.60,549.60,0.00,0.00,837,10,20,65,60,2025-08-17 00:53
a04,0,20,22,495.00,0.00,0,0,341.70,883.70,0.00,0.00,0.00,959,10,20,65,60,2025-08-17 00:53
a05,0,28,28,551.20,0.00,0,0,106.50,693.70,0.00,0.00,0.00,1179,10,20,65,60,2025-08-17 00:53
a06,1,48,49,569.10,569.10,5,5,135.20,768.30,704.30,0.00,0.00,5500,30,60,65,60,2025-08-17 00:53
a07,0,22,25,610.10,0.00,0,0,286.90,951.00,0.00,0.00,0.00,1117,10,20,65,60,2025-08-17 00:53
a08,0,28,28,698.00,0.00,0,0,315.50,1037.50,0.00,0.00,0.00,5345,30,60,65,60,2025-08-17 00:53
a09,0,28,28,871.20,0.00,0,0,205.60,1145.80,0.00,0.00,0.00,5288,30,60,65,60,2025-08-17 00:53
a10,0,18,20,905.70,0.00,0,0,257.40,1223.10,0.00,0.00,0.00,1135,10,20,65,60,2025-08-17 00:53
a11,0,25,30,977.40,0.00,0,0,346.50,1394.90,0.00,0.00,0.00,5479,30,60,65,60,2025-08-17 00:53
a12,1,48,49,982.10,982.10,5,5,175.00,1183.10,1157.10,0.00,0.00,5500,30,60,65,60,2025-08-17 00:53
a13,0,15,17,982.30,0.00,0,0,174.10,1212.40,0.00,0.00,0.00,1066,10,20,65,60,2025-08-17 00:53
a14,1,48,49,1078.50,1157.30,5,5,314.40,1459.90,1471.70,78.80,11.80,5500,30,60,65,60,2025-08-17 00:53
a15,0,22,25,1101.60,0.00,0,0,319.60,1488.20,0.00,0.00,0.00,5342,30,60,65,60,2025-08-17 00:53
a16,0,15,17,1125.30,0.00,0,0,233.20,1384.50,0.00,0.00,0.00,986,10,20,65,60,2025-08-17 00:53
a17,0,28,28,1154.00,0.00,0,0,110.70,1331.70,0.00,0.00,0.00,1128,10,20,65,60,2025-08-17 00:53
a18,0,25,30,1249.60,0.00,0,0,110.70,1422.30,0.00,0.00,0.00,5229,30,60,65,60,2025-08-17 00:53
a19,0,16,18,1254.00,0.00,0,0,191.80,1511.80,0.00,0.00,0.00,4863,30,60,65,60,2025-08-17 00:53
a20,0,28,28,1383.20,0.00,0,0,216.20,1637.40,0.00,0.00,0.00,1136,10,20,65,60,2025-08-17 00:53
a21,1,48,49,1394.60,1471.80,5,5,102.80,1546.40,1574.60,77.20,28.20,5500,30,60,65,60,2025-08-17 00:53
a22,1,48,49,1433.40,1574.80,5,5,194.30,1693.70,1769.10,141.40,75.40,5500,30,60,65,60,2025-08-17 00:53
a23,0,18,20,1442.20,0.00,0,0,377.70,1852.90,0.00,0.00,0.00,934,10,20,65,60,2025-08-17 00:53
a24,0,48,49,1471.60,0.00,0,0,105.80,1630.40,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:53
a25,0,28,28,1508.80,0.00,0,0,289.80,1829.60,0.00,0.00,0.00,5360,30,60,65,60,2025-08-17 00:53
a26,0,48,49,1546.30,0.00,0,0,306.10,1892.40,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:53
a27,0,18,20,1720.50,0.00,0,0,242.70,2033.20,0.00,0.00,0.00,920,10,20,65,60,2025-08-17 00:53
a28,0,15,17,1833.20,0.00,0,0,231.50,2122.70,0.00,0.00,0.00,991,10,20,65,60,2025-08-17 00:53
a29,1,48,49,1850.10,1850.10,5,5,251.20,2147.30,2101.30,0.00,0.00,5500,30,60,65,60,2025-08-17 00:53
a30,0,22,25,1888.70,0.00,0,0,142.00,2067.70,0.00,0.00,0.00,5328,30,60,65,60,2025-08-17 00:53
a31,0,48,49,1908.70,0.00,0,0,381.30,2318.00,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:53
a32,0,18,20,1961.30,0.00,0,0,214.60,2243.90,0.00,0.00,0.00,1054,10,20,65,60,2025-08-17 00:53
a33,0,48,49,2014.20,0.00,0,0,347.20,2424.40,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:53
a34,1,18,20,2239.60,2239.60,5,5,147.00,2455.60,2386.60,0.00,0.00,4679,30,60,65,60,2025-08-17 00:53
a35,0,16,18,2499.80,0.00,0,0,298.70,2837.50,0.00,0.00,0.00,4585,30,60,65,60,2025-08-17 00:53
a36,1,48,49,2508.60,2508.60,5,5,203.20,2768.80,2711.80,0.00,0.00,5500,30,60,65,60,2025-08-17 00:53
a37,1,22,25,2746.70,2746.70,5,5,116.00,2928.70,2862.70,0.00,0.00,1082,10,20,65,60,2025-08-17 00:53
