Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:13
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:13
a03,1,22,25,39.30,39.30,30,28,108.10,214.40,147.40,0.00,0.00,1116,10,20,65,60,2025-08-17 01:13
a04,0,18,20,47.30,0.00,0,0,182.60,254.90,0.00,0.00,0.00,1152,10,20,65,60,2025-08-17 01:13
a05,0,18,20,69.90,0.00,0,0,231.40,355.30,0.00,0.00,0.00,1060,10,20,65,60,2025-08-17 01:13
a06,0,15,17,193.20,0.00,0,0,244.30,507.50,0.00,0.00,0.00,828,10,20,65,60,2025-08-17 01:13
a07,1,25,30,282.60,282.60,5,5,326.50,646.10,609.10,0.00,0.00,5331,30,60,65,60,2025-08-17 01:13
a08,1,25,30,315.60,315.60,35,5,333.70,715.30,649.30,0.00,0.00,5318,30,60,65,60,2025-08-17 01:13
a09,0,22,25,320.60,0.00,0,0,340.10,690.70,0.00,0.00,0.00,5305,30,60,65,60,2025-08-17 01:13
a10,1,20,22,527.90,609.20,5,5,262.60,862.50,871.80,81.30,9.30,978,10,20,65,60,2025-08-17 01:13
a11,0,15,17,627.10,0.00,0,0,318.80,1007.90,0.00,0.00,0.00,876,10,20,65,60,2025-08-17 01:13
a12,0,48,49,765.00,0.00,0,0,162.80,991.80,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 01:13
a13,1,22,25,781.30,781.30,38,5,141.40,986.70,922.70,0.00,0.00,1079,10,20,65,60,2025-08-17 01:13
a14,0,18,20,834.80,0.00,0,0,121.90,1007.70,0.00,0.00,0.00,1058,10,20,65,60,2025-08-17 01:13
