Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:46
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:46
a03,1,48,49,145.00,210.20,5,5,365.20,568.20,575.40,65.20,7.20,5500,30,60,65,60,2025-08-17 00:46
a04,0,22,25,297.70,0.00,0,0,384.20,737.90,0.00,0.00,0.00,5049,30,60,65,60,2025-08-17 00:46
a05,0,20,22,552.10,0.00,0,0,242.00,823.10,0.00,0.00,0.00,1175,10,20,65,60,2025-08-17 00:46
a06,0,15,17,595.40,0.00,0,0,291.80,918.20,0.00,0.00,0.00,1189,10,20,65,60,2025-08-17 00:46
a07,1,48,49,692.70,692.70,5,5,296.30,1061.00,989.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:46
a08,0,18,20,750.20,0.00,0,0,140.50,948.70,0.00,0.00,0.00,1107,10,20,65,60,2025-08-17 00:46
a09,0,48,49,773.60,0.00,0,0,309.20,1118.80,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:46
a10,0,20,22,796.30,0.00,0,0,323.20,1182.50,0.00,0.00,0.00,931,10,20,65,60,2025-08-17 00:46
a11,1,16,18,841.30,989.10,30,5,234.20,1136.50,1223.30,147.80,86.80,4790,30,60,65,60,2025-08-17 00:46
a12,0,22,25,892.00,0.00,0,0,262.10,1180.10,0.00,0.00,0.00,1017,10,20,65,60,2025-08-17 00:46
a13,0,15,17,1113.90,0.00,0,0,243.50,1403.40,0.00,0.00,0.00,881,10,20,65,60,2025-08-17 00:46
a14,0,15,17,1118.10,0.00,0,0,191.90,1361.00,0.00,0.00,0.00,1170,10,20,65,60,2025-08-17 00:46
a15,0,25,30,1134.10,0.00,0,0,175.90,1375.00,0.00,0.00,0.00,1108,10,20,65,60,2025-08-17 00:46
a16,1,15,17,1143.60,1223.50,30,5,107.40,1315.00,1330.90,79.90,15.90,1181,10,20,65,60,2025-08-17 00:46
a17,1,20,22,1190.00,1190.00,5,5,365.20,1590.20,1555.20,0.00,0.00,5456,30,60,65,60,2025-08-17 00:46
