Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:00
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:00
a03,1,25,30,41.40,160.20,30,5,157.70,263.10,317.90,118.80,54.80,5397,30,60,65,60,2025-08-17 01:00
a04,0,15,17,89.00,0.00,0,0,138.70,252.70,0.00,0.00,0.00,832,10,20,65,60,2025-08-17 01:00
a05,0,18,20,94.20,0.00,0,0,357.90,514.10,0.00,0.00,0.00,1193,10,20,65,60,2025-08-17 01:00
a06,1,20,22,245.40,245.40,5,5,173.20,471.60,418.60,0.00,0.00,5334,30,60,65,60,2025-08-17 01:00
a07,1,15,17,434.90,434.90,5,5,151.70,622.60,586.60,0.00,0.00,1110,10,20,65,60,2025-08-17 01:00
a08,0,18,20,460.00,0.00,0,0,257.20,744.20,0.00,0.00,0.00,917,10,20,65,60,2025-08-17 01:00
a09,1,48,49,606.50,606.50,5,5,198.50,869.00,805.00,0.00,0.00,5500,30,60,65,60,2025-08-17 01:00
a10,1,20,22,827.40,827.40,5,5,365.90,1262.30,1193.30,0.00,0.00,1045,10,20,65,60,2025-08-17 01:00
a11,0,15,17,868.70,0.00,0,0,286.80,1209.50,0.00,0.00,0.00,1010,10,20,65,60,2025-08-17 01:00
a12,0,15,17,900.80,0.00,0,0,242.30,1182.10,0.00,0.00,0.00,965,10,20,65,60,2025-08-17 01:00
a13,0,15,17,909.30,0.00,0,0,364.40,1345.70,0.00,0.00,0.00,930,10,20,65,60,2025-08-17 01:00
a14,0,28,28,918.40,0.00,0,0,210.50,1197.90,0.00,0.00,0.00,1193,10,20,65,60,2025-08-17 01:00
a15,0,15,17,921.00,0.00,0,0,393.80,1378.80,0.00,0.00,0.00,1114,10,20,65,60,2025-08-17 01:00
a16,0,16,18,974.70,0.00,0,0,304.60,1308.30,0.00,0.00,0.00,1018,10,20,65,60,2025-08-17 01:00
a17,0,22,25,1036.00,0.00,0,0,363.60,1453.60,0.00,0.00,0.00,1137,10,20,65,60,2025-08-17 01:00
a18,0,22,25,1055.70,0.00,0,0,106.80,1206.50,0.00,0.00,0.00,1023,10,20,65,60,2025-08-17 01:00
a19,1,20,22,1103.60,1103.60,35,5,319.20,1449.80,1422.80,0.00,0.00,1199,10,20,65,60,2025-08-17 01:00
a20,0,20,22,1132.30,0.00,0,0,334.20,1532.50,0.00,0.00,0.00,1123,10,20,65,60,2025-08-17 01:00
a21,0,16,18,1256.00,0.00,0,0,277.10,1589.10,0.00,0.00,0.00,5258,30,60,65,60,2025-08-17 01:00
a22,1,25,30,1278.20,1278.20,5,5,193.50,1512.70,1471.70,0.00,0.00,5116,30,60,65,60,2025-08-17 01:00
a23,0,25,30,1311.20,0.00,0,0,145.40,1499.60,0.00,0.00,0.00,1161,10,20,65,60,2025-08-17 01:00
a24,0,16,18,1411.50,0.00,0,0,218.10,1683.60,0.00,0.00,0.00,797,10,20,65,60,2025-08-17 01:00
a25,1,48,49,1517.10,1517.10,5,5,286.80,1851.90,1803.90,0.00,0.00,5500,30,60,65,60,2025-08-17 01:00
a26,0,16,18,1547.40,0.00,0,0,388.40,2000.80,0.00,0.00,0.00,1187,10,20,65,60,2025-08-17 01:00
a27,1,20,22,1758.50,1804.10,5,5,236.30,2044.80,2040.40,45.60,0.00,971,10,20,65,60,2025-08-17 01:00
a28,1,16,18,1808.50,1808.50,30,5,100.70,1969.20,1909.20,0.00,0.00,795,10,20,65,60,2025-08-17 01:00
a29,0,22,25,2110.70,0.00,0,0,193.20,2356.90,0.00,0.00,0.00,1100,10,20,65,60,2025-08-17 01:00
