Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:48
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:48
a03,0,25,30,136.80,0.00,0,0,107.10,290.90,0.00,0.00,0.00,1125,10,20,65,60,2025-08-17 00:48
a04,1,48,49,203.10,210.20,5,5,183.20,455.30,393.40,7.10,0.00,5500,30,60,65,60,2025-08-17 00:48
a05,1,25,30,339.10,393.50,5,5,317.30,728.40,710.80,54.40,0.00,5156,30,60,65,60,2025-08-17 00:48
a06,1,16,18,361.00,393.70,35,5,309.10,714.10,702.80,32.70,0.00,939,10,20,65,60,2025-08-17 00:48
a07,0,16,18,629.90,0.00,0,0,253.60,950.50,0.00,0.00,0.00,812,10,20,65,60,2025-08-17 00:48
a08,0,28,28,669.50,0.00,0,0,201.60,933.10,0.00,0.00,0.00,5402,30,60,65,60,2025-08-17 00:48
a09,1,48,49,754.40,754.40,5,5,110.50,890.90,864.90,0.00,0.00,5500,30,60,65,60,2025-08-17 00:48
a10,0,18,20,762.00,0.00,0,0,292.80,1084.80,0.00,0.00,0.00,1100,10,20,65,60,2025-08-17 00:48
a11,1,15,17,834.60,865.00,5,5,105.20,975.80,970.20,30.40,0.00,1091,10,20,65,60,2025-08-17 00:48
a12,0,28,28,910.90,0.00,0,0,266.70,1236.60,0.00,0.00,0.00,5303,30,60,65,60,2025-08-17 00:48
a13,0,15,17,946.10,0.00,0,0,208.10,1192.20,0.00,0.00,0.00,1159,10,20,65,60,2025-08-17 00:48
a14,1,48,49,1072.40,1072.40,5,5,321.90,1453.30,1394.30,0.00,0.00,5500,30,60,65,60,2025-08-17 00:48
a15,0,48,49,1094.00,0.00,0,0,322.50,1458.50,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:48
a16,0,20,22,1112.90,0.00,0,0,285.10,1460.00,0.00,0.00,0.00,5045,30,60,65,60,2025-08-17 00:48
a17,0,18,20,1122.90,0.00,0,0,270.10,1429.00,0.00,0.00,0.00,976,10,20,65,60,2025-08-17 00:48
a18,0,22,25,1147.30,0.00,0,0,371.30,1586.60,0.00,0.00,0.00,1091,10,20,65,60,2025-08-17 00:48
a19,0,28,28,1304.00,0.00,0,0,335.30,1709.30,0.00,0.00,0.00,5331,30,60,65,60,2025-08-17 00:48
a20,1,15,17,1312.10,1394.70,38,5,297.70,1635.80,1692.40,82.60,56.60,987,10,20,65,60,2025-08-17 00:48
a21,1,28,28,1341.10,1394.50,5,5,305.60,1716.70,1700.10,53.40,0.00,5366,30,60,65,60,2025-08-17 00:48
a22,0,25,30,1524.40,0.00,0,0,143.20,1735.60,0.00,0.00,0.00,5157,30,60,65,60,2025-08-17 00:48
