Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10,0,0,20,65,60,2025-08-17 00:45
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10,0,0,20,65,60,2025-08-17 00:45
a03,1,15,17,207.30,207.30,30,5,127.40,392.70,334.70,0.00,0,896,10,20,65,60,2025-08-17 00:45
a04,0,25,30,231.90,0.00,0,0,361.50,623.40,0.00,0.00,0,1145,10,20,65,60,2025-08-17 00:45
a05,0,18,20,233.10,0.00,0,0,216.90,479.00,0.00,0.00,0,1026,10,20,65,60,2025-08-17 00:45
a06,0,18,20,309.90,0.00,0,0,150.50,507.40,0.00,0.00,0,952,10,20,65,60,2025-08-17 00:45
a07,0,28,28,312.20,0.00,0,0,185.20,549.40,0.00,0.00,0,1143,10,20,65,60,2025-08-17 00:45
a08,1,48,49,369.60,369.60,5,5,116.40,551.00,486.00,0.00,0,5500,30,60,65,60,2025-08-17 00:45
a09,0,25,30,426.20,0.00,0,0,252.30,744.50,0.00,0.00,0,5226,30,60,65,60,2025-08-17 00:45
a10,1,28,28,428.40,486.10,5,5,195.60,694.00,681.70,57.70,0,5384,30,60,65,60,2025-08-17 00:45
a11,0,28,28,562.00,0.00,0,0,290.70,904.70,0.00,0.00,0,1161,10,20,65,60,2025-08-17 00:45
a12,1,20,22,697.70,697.70,5,5,280.60,1004.30,978.30,0.00,0,1022,10,20,65,60,2025-08-17 00:45
