Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:26
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:26
a03,1,15,17,1.30,1.30,5,32,107.30,137.60,108.60,0.00,0.00,1197,10,20,65,60,2025-08-17 01:26
a04,1,16,18,19.30,19.30,25,32,115.20,158.50,134.50,0.00,0.00,886,10,20,65,60,2025-08-17 01:26
a05,1,48,49,175.20,210.20,5,5,199.90,417.10,410.10,35.00,0.00,5500,30,60,65,60,2025-08-17 01:26
a06,0,18,20,313.00,0.00,0,0,190.70,528.70,0.00,0.00,0.00,849,10,20,65,60,2025-08-17 01:26
a07,1,18,20,750.10,750.10,5,5,193.70,980.80,943.80,0.00,0.00,5343,30,60,65,60,2025-08-17 01:26
a08,0,25,30,787.60,0.00,0,0,284.80,1118.40,0.00,0.00,0.00,5329,30,60,65,60,2025-08-17 01:26
a09,0,28,28,878.90,0.00,0,0,270.80,1178.70,0.00,0.00,0.00,5399,30,60,65,60,2025-08-17 01:26
a10,0,15,17,1023.80,0.00,0,0,107.10,1198.90,0.00,0.00,0.00,837,10,20,65,60,2025-08-17 01:26
a11,1,28,28,1026.80,1026.80,5,5,352.80,1407.60,1379.60,0.00,0.00,5415,30,60,65,60,2025-08-17 01:26
a12,0,22,25,1035.40,0.00,0,0,300.40,1394.80,0.00,0.00,0.00,1148,10,20,65,60,2025-08-17 01:26
a13,1,16,18,1119.80,1119.80,38,5,153.70,1342.50,1273.50,0.00,0.00,1173,10,20,65,60,2025-08-17 01:26
a14,0,15,17,1195.80,0.00,0,0,227.90,1448.70,0.00,0.00,0.00,881,10,20,65,60,2025-08-17 01:26
a15,0,28,28,1264.10,0.00,0,0,295.50,1603.60,0.00,0.00,0.00,5364,30,60,65,60,2025-08-17 01:26
a16,1,48,49,1422.90,1422.90,5,5,284.20,1742.10,1707.10,0.00,0.00,5500,30,60,65,60,2025-08-17 01:26
a17,0,16,18,1523.80,0.00,0,0,208.20,1795.00,0.00,0.00,0.00,806,10,20,65,60,2025-08-17 01:26
a18,1,20,22,1617.80,1707.30,5,5,125.20,1798.00,1832.50,89.50,34.50,1197,10,20,65,60,2025-08-17 01:26
a19,0,22,25,1682.90,0.00,0,0,382.70,2097.60,0.00,0.00,0.00,988,10,20,65,60,2025-08-17 01:26
a20,0,22,25,1689.10,0.00,0,0,283.50,2028.60,0.00,0.00,0.00,5019,30,60,65,60,2025-08-17 01:26
a21,0,18,20,1786.40,0.00,0,0,200.60,2018.00,0.00,0.00,0.00,5440,30,60,65,60,2025-08-17 01:26
a22,1,48,49,1901.80,1901.80,5,5,326.70,2264.50,2228.50,0.00,0.00,5500,30,60,65,60,2025-08-17 01:26
a23,0,25,30,2040.20,0.00,0,0,219.20,2316.40,0.00,0.00,0.00,5265,30,60,65,60,2025-08-17 01:26
a24,1,48,49,2054.40,2228.70,5,5,184.50,2288.90,2413.20,174.30,124.30,5500,30,60,65,60,2025-08-17 01:26
