Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:46
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:46
a03,0,25,30,23.40,0.00,0,0,242.00,322.40,0.00,0.00,0.00,1122,10,20,65,60,2025-08-17 00:46
a04,0,18,20,48.50,0.00,0,0,324.90,399.40,0.00,0.00,0.00,983,10,20,65,60,2025-08-17 00:46
a05,0,20,22,52.30,0.00,0,0,354.10,472.40,0.00,0.00,0.00,987,10,20,65,60,2025-08-17 00:46
a06,1,48,49,215.00,215.00,5,5,116.00,358.00,331.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:46
a07,0,22,25,221.80,0.00,0,0,313.50,574.30,0.00,0.00,0.00,5053,30,60,65,60,2025-08-17 00:46
a08,0,20,22,253.70,0.00,0,0,354.50,636.20,0.00,0.00,0.00,1085,10,20,65,60,2025-08-17 00:46
a09,0,18,20,478.70,0.00,0,0,369.10,912.80,0.00,0.00,0.00,1014,10,20,65,60,2025-08-17 00:46
a10,0,28,28,530.00,0.00,0,0,254.50,841.50,0.00,0.00,0.00,5409,30,60,65,60,2025-08-17 00:46
a11,0,18,20,550.50,0.00,0,0,308.70,888.20,0.00,0.00,0.00,868,10,20,65,60,2025-08-17 00:46
a12,1,48,49,586.10,586.10,5,5,355.20,1007.30,941.30,0.00,0.00,5500,30,60,65,60,2025-08-17 00:46
a13,0,48,49,593.30,0.00,0,0,363.80,1012.10,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:46
a14,0,25,30,797.80,0.00,0,0,272.50,1104.30,0.00,0.00,0.00,5452,30,60,65,60,2025-08-17 00:46
a15,0,22,25,1023.60,0.00,0,0,354.00,1413.60,0.00,0.00,0.00,1002,10,20,65,60,2025-08-17 00:46
a16,1,48,49,1113.40,1113.40,5,5,143.00,1309.40,1256.40,0.00,0.00,5500,30,60,65,60,2025-08-17 00:46
a17,1,28,28,1153.50,1256.60,5,5,370.40,1556.90,1627.00,103.10,70.10,5461,30,60,65,60,2025-08-17 00:46
