Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:54
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:54
a03,0,28,28,15.10,0.00,0,0,109.50,158.60,0.00,0.00,0.00,1155,10,20,65,60,2025-08-17 00:54
a04,1,28,28,134.80,160.20,30,5,110.50,299.30,270.70,25.40,0.00,5408,30,60,65,60,2025-08-17 00:54
a05,1,25,30,181.50,270.80,5,5,386.60,606.10,657.40,89.30,51.30,5268,30,60,65,60,2025-08-17 00:54
a06,1,22,25,272.10,272.10,35,5,300.50,621.60,572.60,0.00,0.00,5183,30,60,65,60,2025-08-17 00:54
a07,0,15,17,326.70,0.00,0,0,309.80,693.50,0.00,0.00,0.00,812,10,20,65,60,2025-08-17 00:54
a08,0,25,30,366.60,0.00,0,0,193.00,618.60,0.00,0.00,0.00,5093,30,60,65,60,2025-08-17 00:54
a09,0,18,20,369.00,0.00,0,0,223.80,636.80,0.00,0.00,0.00,4591,30,60,65,60,2025-08-17 00:54
a10,0,22,25,519.70,0.00,0,0,267.20,813.90,0.00,0.00,0.00,1101,10,20,65,60,2025-08-17 00:54
a11,1,22,25,524.10,572.70,35,5,212.40,798.50,785.10,48.60,0.00,5150,30,60,65,60,2025-08-17 00:54
a12,1,15,17,659.00,659.00,5,5,197.80,892.80,856.80,0.00,0.00,5353,30,60,65,60,2025-08-17 00:54
a13,1,48,49,884.60,884.60,5,5,387.10,1337.70,1271.70,0.00,0.00,5500,30,60,65,60,2025-08-17 00:54
a14,0,16,18,1031.70,0.00,0,0,389.80,1472.50,0.00,0.00,0.00,997,10,20,65,60,2025-08-17 00:54
a15,0,48,49,1041.30,0.00,0,0,321.50,1424.80,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:54
a16,0,22,25,1076.10,0.00,0,0,383.60,1506.70,0.00,0.00,0.00,4967,30,60,65,60,2025-08-17 00:54
a17,1,20,22,1168.30,1271.90,38,5,180.10,1413.40,1452.00,103.60,38.60,1121,10,20,65,60,2025-08-17 00:54
a18,1,28,28,1300.40,1300.40,5,5,202.80,1558.20,1503.20,0.00,0.00,5304,30,60,65,60,2025-08-17 00:54
a19,0,22,25,1358.80,0.00,0,0,199.10,1593.90,0.00,0.00,0.00,1022,10,20,65,60,2025-08-17 00:54
a20,0,25,30,1384.50,0.00,0,0,395.80,1806.30,0.00,0.00,0.00,5157,30,60,65,60,2025-08-17 00:54
a21,0,18,20,1495.70,0.00,0,0,219.80,1750.50,0.00,0.00,0.00,983,10,20,65,60,2025-08-17 00:54
a22,0,18,20,1501.20,0.00,0,0,167.40,1712.60,0.00,0.00,0.00,877,10,20,65,60,2025-08-17 00:54
a23,0,28,28,1532.10,0.00,0,0,284.40,1863.50,0.00,0.00,0.00,5372,30,60,65,60,2025-08-17 00:54
a24,1,48,49,1587.20,1587.20,5,5,372.40,1995.60,1959.60,0.00,0.00,5500,30,60,65,60,2025-08-17 00:54
a25,0,48,49,1678.40,0.00,0,0,243.80,1956.20,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:54
a26,0,25,30,1679.70,0.00,0,0,108.40,1856.10,0.00,0.00,0.00,1166,10,20,65,60,2025-08-17 00:54
a27,0,22,25,1733.00,0.00,0,0,145.70,1917.70,0.00,0.00,0.00,1070,10,20,65,60,2025-08-17 00:54
a28,0,28,28,1789.90,0.00,0,0,331.90,2159.80,0.00,0.00,0.00,1185,10,20,65,60,2025-08-17 00:54
a29,1,25,30,1867.40,1959.80,5,5,216.90,2146.30,2176.70,92.40,30.40,5291,30,60,65,60,2025-08-17 00:54
a30,1,15,17,1873.00,1959.90,35,5,298.30,2227.30,2258.20,86.90,30.90,4546,30,60,65,60,2025-08-17 00:54
a31,1,16,18,2156.30,2176.80,5,5,252.40,2457.70,2429.20,20.50,0.00,813,10,20,65,60,2025-08-17 00:54
a32,1,15,17,2297.90,2297.90,38,5,304.60,2661.50,2602.50,0.00,0.00,817,10,20,65,60,2025-08-17 00:54
a33,1,28,28,2473.70,2473.70,5,5,221.00,2762.70,2694.70,0.00,0.00,5361,30,60,65,60,2025-08-17 00:54
a34,0,15,17,2663.50,0.00,0,0,232.70,2964.20,0.00,0.00,0.00,726,10,20,65,60,2025-08-17 00:54
a35,1,25,30,2685.90,2694.90,5,5,263.30,2974.20,2958.20,9.00,0.00,5089,30,60,65,60,2025-08-17 00:54
a36,1,20,22,2691.60,2691.60,38,5,273.40,2990.00,2965.00,0.00,0.00,1187,10,20,65,60,2025-08-17 00:54
a37,0,20,22,2692.60,0.00,0,0,363.40,3091.00,0.00,0.00,0.00,1138,10,20,65,60,2025-08-17 00:54
