Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:56
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:56
a03,0,15,17,84.70,0.00,0,0,259.40,368.10,0.00,0.00,0.00,744,10,20,65,60,2025-08-17 00:56
a04,1,16,18,272.70,272.70,38,5,261.10,595.80,533.80,0.00,0.00,1187,10,20,65,60,2025-08-17 00:56
a05,0,16,18,285.20,0.00,0,0,272.90,617.10,0.00,0.00,0.00,1071,10,20,65,60,2025-08-17 00:56
a06,0,16,18,335.40,0.00,0,0,273.70,652.10,0.00,0.00,0.00,822,10,20,65,60,2025-08-17 00:56
a07,0,16,18,374.20,0.00,0,0,368.90,777.10,0.00,0.00,0.00,1169,10,20,65,60,2025-08-17 00:56
a08,0,22,25,397.20,0.00,0,0,331.00,796.20,0.00,0.00,0.00,5003,30,60,65,60,2025-08-17 00:56
a09,1,28,28,404.00,404.00,5,5,117.90,585.90,521.90,0.00,0.00,5467,30,60,65,60,2025-08-17 00:56
a10,0,25,30,630.90,0.00,0,0,258.10,914.00,0.00,0.00,0.00,1146,10,20,65,60,2025-08-17 00:56
a11,1,48,49,712.20,712.20,5,5,242.10,1026.30,954.30,0.00,0.00,5500,30,60,65,60,2025-08-17 00:56
a12,0,28,28,794.10,0.00,0,0,385.50,1250.60,0.00,0.00,0.00,5387,30,60,65,60,2025-08-17 00:56
a13,0,15,17,835.30,0.00,0,0,341.10,1218.40,0.00,0.00,0.00,1110,10,20,65,60,2025-08-17 00:56
a14,0,28,28,872.40,0.00,0,0,185.70,1094.10,0.00,0.00,0.00,1192,10,20,65,60,2025-08-17 00:56
a15,0,48,49,941.50,0.00,0,0,368.70,1354.20,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:56
a16,0,28,28,987.60,0.00,0,0,348.10,1387.70,0.00,0.00,0.00,5311,30,60,65,60,2025-08-17 00:56
a17,0,20,22,1023.70,0.00,0,0,207.50,1272.20,0.00,0.00,0.00,1130,10,20,65,60,2025-08-17 00:56
a18,1,48,49,1113.00,1113.00,5,5,285.70,1452.70,1398.70,0.00,0.00,5500,30,60,65,60,2025-08-17 00:56
a19,0,25,30,1114.10,0.00,0,0,151.80,1328.90,0.00,0.00,0.00,5406,30,60,65,60,2025-08-17 00:56
a20,0,28,28,1437.10,0.00,0,0,327.20,1793.30,0.00,0.00,0.00,5369,30,60,65,60,2025-08-17 00:56
a21,0,25,30,1482.80,0.00,0,0,203.80,1753.60,0.00,0.00,0.00,5126,30,60,65,60,2025-08-17 00:56
a22,1,25,30,1562.50,1706.20,5,5,104.60,1708.10,1810.80,143.70,102.70,5444,30,60,65,60,2025-08-17 00:56
a23,1,48,49,1564.40,1564.40,5,5,141.60,1732.00,1706.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:56
a24,0,22,25,1568.40,0.00,0,0,193.30,1833.70,0.00,0.00,0.00,1067,10,20,65,60,2025-08-17 00:56
a25,1,15,17,1670.80,1706.30,35,5,130.50,1835.30,1836.80,35.50,1.50,4583,30,60,65,60,2025-08-17 00:56
a26,0,15,17,1764.60,0.00,0,0,362.80,2164.40,0.00,0.00,0.00,1158,10,20,65,60,2025-08-17 00:56
a27,1,20,22,1850.10,1850.10,5,5,154.50,2069.60,2004.60,0.00,0.00,986,10,20,65,60,2025-08-17 00:56
a28,0,22,25,2004.30,0.00,0,0,238.50,2313.80,0.00,0.00,0.00,1173,10,20,65,60,2025-08-17 00:56
a29,0,25,30,2012.90,0.00,0,0,263.70,2330.60,0.00,0.00,0.00,1067,10,20,65,60,2025-08-17 00:56
a30,1,48,49,2128.00,2128.00,5,5,245.00,2420.00,2373.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:56
a31,1,48,49,2312.20,2373.20,5,5,385.50,2731.70,2758.70,61.00,27.00,5500,30,60,65,60,2025-08-17 00:56
a32,0,15,17,2314.50,0.00,0,0,220.60,2575.10,0.00,0.00,0.00,1070,10,20,65,60,2025-08-17 00:56
a33,0,15,17,2466.70,0.00,0,0,114.70,2613.40,0.00,0.00,0.00,827,10,20,65,60,2025-08-17 00:56
a34,0,25,30,2613.00,0.00,0,0,359.00,3038.00,0.00,0.00,0.00,5211,30,60,65,60,2025-08-17 00:56
a35,0,18,20,2915.70,0.00,0,0,105.20,3089.90,0.00,0.00,0.00,1096,10,20,65,60,2025-08-17 00:56
a36,0,22,25,2922.00,0.00,0,0,136.20,3109.20,0.00,0.00,0.00,1147,10,20,65,60,2025-08-17 00:56
a37,0,18,20,2927.00,0.00,0,0,142.00,3129.00,0.00,0.00,0.00,4448,30,60,65,60,2025-08-17 00:56
a38,1,48,49,2936.00,2936.00,5,5,333.60,3336.60,3269.60,0.00,0.00,5500,30,60,65,60,2025-08-17 00:56
a39,0,18,20,2992.00,0.00,0,0,363.30,3408.30,0.00,0.00,0.00,859,10,20,65,60,2025-08-17 00:56
a40,0,25,30,3041.90,0.00,0,0,305.60,3416.50,0.00,0.00,0.00,5200,30,60,65,60,2025-08-17 00:56
a41,0,48,49,3047.70,0.00,0,0,337.10,3446.80,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:56
a42,1,28,28,3120.70,3269.80,5,5,184.40,3369.10,3454.20,149.10,85.10,5460,30,60,65,60,2025-08-17 00:56
