Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:51
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:51
a03,0,16,18,139.10,0.00,0,0,339.20,526.30,0.00,0.00,0.00,1002,10,20,65,60,2025-08-17 00:51
a04,0,15,17,204.90,0.00,0,0,202.00,455.90,0.00,0.00,0.00,863,10,20,65,60,2025-08-17 00:51
a05,1,48,49,358.10,358.10,5,5,236.40,632.50,594.50,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a06,0,28,28,365.40,0.00,0,0,154.70,569.10,0.00,0.00,0.00,5430,30,60,65,60,2025-08-17 00:51
a07,0,22,25,397.10,0.00,0,0,306.60,765.70,0.00,0.00,0.00,5074,30,60,65,60,2025-08-17 00:51
a08,1,48,49,616.20,616.20,5,5,132.40,783.60,748.60,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a09,0,28,28,624.30,0.00,0,0,141.60,811.90,0.00,0.00,0.00,5493,30,60,65,60,2025-08-17 00:51
a10,0,25,30,665.50,0.00,0,0,172.50,873.00,0.00,0.00,0.00,5250,30,60,65,60,2025-08-17 00:51
a11,0,28,28,713.60,0.00,0,0,175.30,943.90,0.00,0.00,0.00,5425,30,60,65,60,2025-08-17 00:51
a12,1,48,49,729.30,748.70,5,5,319.30,1084.60,1068.00,19.40,0.00,5500,30,60,65,60,2025-08-17 00:51
a13,0,48,49,730.50,0.00,0,0,328.90,1124.40,0.00,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a14,0,48,49,754.20,0.00,0,0,209.80,1022.00,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:51
a15,0,16,18,889.90,0.00,0,0,168.20,1087.10,0.00,0.00,0.00,4366,30,60,65,60,2025-08-17 00:51
a16,1,25,30,937.30,1068.20,5,5,133.90,1129.20,1202.10,130.90,72.90,5095,30,60,65,60,2025-08-17 00:51
a17,0,28,28,1265.60,0.00,0,0,388.00,1708.60,0.00,0.00,0.00,5476,30,60,65,60,2025-08-17 00:51
a18,0,15,17,1268.80,0.00,0,0,207.10,1539.90,0.00,0.00,0.00,832,10,20,65,60,2025-08-17 00:51
a19,1,48,49,1429.60,1429.60,5,5,345.30,1830.90,1774.90,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a20,0,16,18,1510.80,0.00,0,0,224.60,1794.40,0.00,0.00,0.00,1039,10,20,65,60,2025-08-17 00:51
a21,0,22,25,1532.50,0.00,0,0,216.50,1789.00,0.00,0.00,0.00,5309,30,60,65,60,2025-08-17 00:51
a22,0,22,25,1558.70,0.00,0,0,334.00,1921.70,0.00,0.00,0.00,5062,30,60,65,60,2025-08-17 00:51
a23,0,15,17,1573.50,0.00,0,0,309.70,1943.20,0.00,0.00,0.00,874,10,20,65,60,2025-08-17 00:51
a24,1,28,28,1685.80,1775.10,5,5,242.20,1976.00,2017.30,89.30,41.30,5463,30,60,65,60,2025-08-17 00:51
a25,0,15,17,1717.40,0.00,0,0,247.40,2024.80,0.00,0.00,0.00,795,10,20,65,60,2025-08-17 00:51
a26,1,20,22,1787.20,1787.20,38,5,201.60,2031.80,1988.80,0.00,0.00,1175,10,20,65,60,2025-08-17 00:51
a27,0,28,28,1890.90,0.00,0,0,395.50,2315.40,0.00,0.00,0.00,5385,30,60,65,60,2025-08-17 00:51
a28,0,28,28,1927.40,0.00,0,0,134.50,2126.90,0.00,0.00,0.00,5388,30,60,65,60,2025-08-17 00:51
a29,0,28,28,1999.50,0.00,0,0,331.80,2390.30,0.00,0.00,0.00,1170,10,20,65,60,2025-08-17 00:51
a30,1,28,28,2044.70,2044.70,5,5,158.20,2260.90,2202.90,0.00,0.00,5450,30,60,65,60,2025-08-17 00:51
a31,1,48,49,2216.60,2216.60,5,5,257.90,2519.50,2474.50,0.00,0.00,5500,30,60,65,60,2025-08-17 00:51
a32,1,22,25,2384.30,2474.70,5,5,340.50,2767.80,2815.20,90.40,47.40,5257,30,60,65,60,2025-08-17 00:51
