Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:23
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 01:23
a03,1,28,28,26.90,160.20,30,5,345.20,401.10,505.40,133.30,104.30,5423,30,60,65,60,2025-08-17 01:23
a04,0,15,17,52.10,0.00,0,0,254.60,347.70,0.00,0.00,0.00,1014,10,20,65,60,2025-08-17 01:23
a05,0,20,22,102.40,0.00,0,0,348.20,489.60,0.00,0.00,0.00,1143,10,20,65,60,2025-08-17 01:23
a06,0,16,18,111.50,0.00,0,0,331.50,468.00,0.00,0.00,0.00,4830,30,60,65,60,2025-08-17 01:23
a07,1,20,22,175.70,210.20,5,5,121.70,343.40,331.90,34.50,0.00,1124,10,20,65,60,2025-08-17 01:23
a08,0,16,18,210.90,0.00,0,0,118.60,371.50,0.00,0.00,0.00,1017,10,20,65,60,2025-08-17 01:23
a09,0,28,28,288.80,0.00,0,0,285.80,633.60,0.00,0.00,0.00,1194,10,20,65,60,2025-08-17 01:23
a10,0,16,18,329.70,0.00,0,0,276.40,643.10,0.00,0.00,0.00,1184,10,20,65,60,2025-08-17 01:23
a11,0,16,18,496.90,0.00,0,0,264.20,812.10,0.00,0.00,0.00,1174,10,20,65,60,2025-08-17 01:23
a12,1,28,28,522.90,522.90,5,5,330.70,917.60,853.60,0.00,0.00,5445,30,60,65,60,2025-08-17 01:23
a13,1,16,18,604.40,604.40,38,5,366.80,1041.20,971.20,0.00,0.00,5084,30,60,65,60,2025-08-17 01:23
a14,0,20,22,613.40,0.00,0,0,347.40,1023.80,0.00,0.00,0.00,1070,10,20,65,60,2025-08-17 01:23
a15,0,16,18,644.00,0.00,0,0,152.00,820.00,0.00,0.00,0.00,1082,10,20,65,60,2025-08-17 01:23
a16,1,48,49,975.10,975.10,5,5,263.30,1277.40,1238.40,0.00,0.00,5500,30,60,65,60,2025-08-17 01:23
a17,0,15,17,991.50,0.00,0,0,226.30,1258.80,0.00,0.00,0.00,1042,10,20,65,60,2025-08-17 01:23
