Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:52
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:52
a03,0,20,22,13.60,0.00,0,0,262.90,306.50,0.00,0.00,0.00,5022,30,60,65,60,2025-08-17 00:52
a04,1,25,30,60.50,160.20,35,5,320.10,426.60,480.30,99.70,53.70,5139,30,60,65,60,2025-08-17 00:52
a05,0,18,20,85.80,0.00,0,0,128.90,275.70,0.00,0.00,0.00,927,10,20,65,60,2025-08-17 00:52
a06,0,22,25,137.30,0.00,0,0,104.70,285.00,0.00,0.00,0.00,5096,30,60,65,60,2025-08-17 00:52
a07,0,28,28,161.10,0.00,0,0,390.90,578.00,0.00,0.00,0.00,5288,30,60,65,60,2025-08-17 00:52
a08,0,20,22,209.60,0.00,0,0,327.50,580.10,0.00,0.00,0.00,1160,10,20,65,60,2025-08-17 00:52
a09,1,22,25,231.30,231.30,5,5,154.00,427.30,385.30,0.00,0.00,5303,30,60,65,60,2025-08-17 00:52
a10,0,15,17,329.80,0.00,0,0,381.50,742.30,0.00,0.00,0.00,1165,10,20,65,60,2025-08-17 00:52
a11,1,25,30,476.10,476.10,5,5,323.60,830.70,799.70,0.00,0.00,5396,30,60,65,60,2025-08-17 00:52
a12,0,25,30,483.40,0.00,0,0,266.20,816.60,0.00,0.00,0.00,1189,10,20,65,60,2025-08-17 00:52
a13,1,20,22,487.20,487.20,35,5,146.20,681.40,633.40,0.00,0.00,940,10,20,65,60,2025-08-17 00:52
a14,0,15,17,535.20,0.00,0,0,382.30,969.50,0.00,0.00,0.00,1048,10,20,65,60,2025-08-17 00:52
a15,0,20,22,603.20,0.00,0,0,211.10,867.30,0.00,0.00,0.00,5056,30,60,65,60,2025-08-17 00:52
a16,0,22,25,639.80,0.00,0,0,162.00,833.80,0.00,0.00,0.00,1062,10,20,65,60,2025-08-17 00:52
a17,0,16,18,653.60,0.00,0,0,131.40,852.00,0.00,0.00,0.00,945,10,20,65,60,2025-08-17 00:52
a18,0,15,17,665.00,0.00,0,0,197.80,892.80,0.00,0.00,0.00,778,10,20,65,60,2025-08-17 00:52
a19,1,22,25,680.60,680.60,35,5,175.20,883.80,855.80,0.00,0.00,5323,30,60,65,60,2025-08-17 00:52
a20,0,28,28,706.00,0.00,0,0,165.70,918.70,0.00,0.00,0.00,1168,10,20,65,60,2025-08-17 00:52
a21,1,20,22,899.00,899.00,5,5,367.70,1312.70,1266.70,0.00,0.00,4827,30,60,65,60,2025-08-17 00:52
a22,1,22,25,1001.80,1001.80,30,5,222.00,1269.80,1223.80,0.00,0.00,1099,10,20,65,60,2025-08-17 00:52
a23,0,25,30,1223.00,0.00,0,0,288.50,1549.50,0.00,0.00,0.00,5268,30,60,65,60,2025-08-17 00:52
a24,1,28,28,1292.70,1292.70,5,5,187.10,1509.80,1479.80,0.00,0.00,5292,30,60,65,60,2025-08-17 00:52
a25,0,28,28,1643.80,0.00,0,0,131.30,1824.10,0.00,0.00,0.00,5307,30,60,65,60,2025-08-17 00:52
a26,1,16,18,1671.70,1671.70,38,5,111.80,1832.50,1783.50,0.00,0.00,4950,30,60,65,60,2025-08-17 00:52
a27,0,25,30,1743.80,0.00,0,0,170.30,1975.10,0.00,0.00,0.00,5195,30,60,65,60,2025-08-17 00:52
a28,1,28,28,1751.70,1751.70,5,5,216.20,1997.90,1967.90,0.00,0.00,5327,30,60,65,60,2025-08-17 00:52
a29,1,28,28,1926.40,1968.10,5,5,291.40,2284.80,2259.50,41.70,0.00,1196,10,20,65,60,2025-08-17 00:52
a30,1,18,20,2068.00,2068.00,38,5,218.80,2332.80,2286.80,0.00,0.00,1038,10,20,65,60,2025-08-17 00:52
a31,1,16,18,2245.60,2287.00,32,5,322.60,2598.20,2609.60,41.40,11.40,1009,10,20,65,60,2025-08-17 00:52
a32,1,22,25,2378.50,2378.50,5,5,114.20,2536.70,2492.70,0.00,0.00,5124,30,60,65,60,2025-08-17 00:52
a33,0,20,22,2649.50,0.00,0,0,294.00,3008.50,0.00,0.00,0.00,1184,10,20,65,60,2025-08-17 00:52
a34,1,48,49,2667.90,2667.90,5,5,259.00,2954.90,2926.90,0.00,0.00,5500,30,60,65,60,2025-08-17 00:52
a35,0,15,17,2680.50,0.00,0,0,102.20,2849.70,0.00,0.00,0.00,1090,10,20,65,60,2025-08-17 00:52
a36,0,16,18,2731.50,0.00,0,0,301.90,3090.40,0.00,0.00,0.00,814,10,20,65,60,2025-08-17 00:52
a37,1,16,18,2781.30,2927.10,5,5,206.00,3026.30,3133.10,145.80,106.80,5068,30,60,65,60,2025-08-17 00:52
