Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:57
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10.00,0,0,20,65,60,2025-08-17 00:57
a03,1,20,22,41.70,41.70,5,32,115.30,182.00,157.00,0.00,0.00,4954,30,60,65,60,2025-08-17 00:57
a04,0,28,28,60.80,0.00,0,0,392.70,496.50,0.00,0.00,0.00,1199,10,20,65,60,2025-08-17 00:57
a05,0,22,25,115.60,0.00,0,0,360.60,539.20,0.00,0.00,0.00,1071,10,20,65,60,2025-08-17 00:57
a06,1,16,18,305.90,305.90,5,5,388.40,755.30,694.30,0.00,0.00,5149,30,60,65,60,2025-08-17 00:57
a07,0,48,49,386.20,0.00,0,0,294.20,710.40,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:57
a08,1,15,17,409.10,409.10,26,5,322.80,759.90,731.90,0.00,0.00,4177,30,60,65,60,2025-08-17 00:57
a09,0,18,20,756.90,0.00,0,0,385.30,1209.20,0.00,0.00,0.00,5292,30,60,65,60,2025-08-17 00:57
a10,0,18,20,829.10,0.00,0,0,381.20,1282.30,0.00,0.00,0.00,5222,30,60,65,60,2025-08-17 00:57
a11,0,22,25,980.30,0.00,0,0,359.80,1373.10,0.00,0.00,0.00,4939,30,60,65,60,2025-08-17 00:57
a12,1,22,25,983.60,983.60,5,5,134.40,1157.00,1118.00,0.00,0.00,5435,30,60,65,60,2025-08-17 00:57
a13,0,20,22,1006.00,0.00,0,0,204.80,1236.80,0.00,0.00,0.00,5122,30,60,65,60,2025-08-17 00:57
a14,0,20,22,1091.20,0.00,0,0,276.50,1420.70,0.00,0.00,0.00,1015,10,20,65,60,2025-08-17 00:57
a15,1,48,49,1140.50,1140.50,5,5,303.90,1499.40,1444.40,0.00,0.00,5500,30,60,65,60,2025-08-17 00:57
a16,0,28,28,1160.80,0.00,0,0,341.60,1573.40,0.00,0.00,0.00,5393,30,60,65,60,2025-08-17 00:57
a17,0,22,25,1168.00,0.00,0,0,102.90,1310.90,0.00,0.00,0.00,5064,30,60,65,60,2025-08-17 00:57
a18,0,20,22,1174.70,0.00,0,0,221.30,1433.00,0.00,0.00,0.00,942,10,20,65,60,2025-08-17 00:57
a19,0,48,49,1222.70,0.00,0,0,287.60,1551.30,0.00,0.00,0.00,1200,10,20,65,60,2025-08-17 00:57
a20,0,28,28,1317.00,0.00,0,0,268.00,1621.00,0.00,0.00,0.00,1178,10,20,65,60,2025-08-17 00:57
a21,0,28,28,1374.60,0.00,0,0,172.70,1600.30,0.00,0.00,0.00,5458,30,60,65,60,2025-08-17 00:57
a22,0,15,17,1390.30,0.00,0,0,394.90,1816.20,0.00,0.00,0.00,775,10,20,65,60,2025-08-17 00:57
a23,1,48,49,1408.10,1444.60,5,5,122.50,1555.60,1567.10,36.50,11.50,5500,30,60,65,60,2025-08-17 00:57
a24,0,28,28,1428.00,0.00,0,0,302.50,1788.50,0.00,0.00,0.00,1152,10,20,65,60,2025-08-17 00:57
a25,0,28,28,1451.70,0.00,0,0,239.10,1739.80,0.00,0.00,0.00,5475,30,60,65,60,2025-08-17 00:57
a26,0,28,28,1481.20,0.00,0,0,208.50,1717.70,0.00,0.00,0.00,5307,30,60,65,60,2025-08-17 00:57
