Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10,0,0,20,65,60,2025-08-17 00:49
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10,0,0,20,65,60,2025-08-17 00:49
a03,0,22,25,32.70,0.00,0,0,295.10,352.80,0.00,0.00,0,5314,30,60,65,60,2025-08-17 00:49
a04,0,16,18,201.10,0.00,0,0,196.20,450.30,0.00,0.00,0,990,10,20,65,60,2025-08-17 00:49
a05,1,28,28,221.30,221.30,5,5,335.30,598.60,556.60,0.00,0,5378,30,60,65,60,2025-08-17 00:49
a06,0,25,30,263.50,0.00,0,0,298.30,586.80,0.00,0.00,0,5095,30,60,65,60,2025-08-17 00:49
a07,1,18,20,286.60,286.60,38,5,259.70,570.30,546.30,0.00,0,5333,30,60,65,60,2025-08-17 00:49
a08,0,15,17,296.60,0.00,0,0,272.50,604.10,0.00,0.00,0,5160,30,60,65,60,2025-08-17 00:49
a09,0,25,30,387.40,0.00,0,0,327.10,765.50,0.00,0.00,0,1125,10,20,65,60,2025-08-17 00:49
a10,0,25,30,421.20,0.00,0,0,215.50,707.70,0.00,0.00,0,1182,10,20,65,60,2025-08-17 00:49
a11,1,22,25,606.00,606.00,5,5,244.40,882.40,850.40,0.00,0,5087,30,60,65,60,2025-08-17 00:49
a12,1,15,17,651.40,651.40,32,5,129.20,829.60,780.60,0.00,0,998,10,20,65,60,2025-08-17 00:49
a13,0,20,22,834.60,0.00,0,0,383.00,1255.60,0.00,0.00,0,932,10,20,65,60,2025-08-17 00:49
a14,0,18,20,1034.60,0.00,0,0,363.90,1468.50,0.00,0.00,0,1040,10,20,65,60,2025-08-17 00:49
a15,0,15,17,1070.80,0.00,0,0,373.40,1483.20,0.00,0.00,0,986,10,20,65,60,2025-08-17 00:49
a16,0,15,17,1080.70,0.00,0,0,319.90,1437.60,0.00,0.00,0,1036,10,20,65,60,2025-08-17 00:49
a17,1,48,49,1142.60,1142.60,5,5,277.10,1482.70,1419.70,0.00,0,5500,30,60,65,60,2025-08-17 00:49
a18,0,48,49,1148.70,0.00,0,0,130.80,1336.50,0.00,0.00,0,5500,30,60,65,60,2025-08-17 00:49
a19,1,20,22,1430.30,1430.30,5,5,316.30,1798.60,1746.60,0.00,0,5285,30,60,65,60,2025-08-17 00:49
a20,0,28,28,1551.80,0.00,0,0,135.30,1731.10,0.00,0.00,0,5338,30,60,65,60,2025-08-17 00:49
a21,0,16,18,1563.10,0.00,0,0,226.90,1837.00,0.00,0.00,0,1119,10,20,65,60,2025-08-17 00:49
a22,1,28,28,1673.90,1673.90,32,5,207.90,1943.80,1881.80,0.00,0,5421,30,60,65,60,2025-08-17 00:49
a23,0,22,25,1684.50,0.00,0,0,300.40,2055.90,0.00,0.00,0,4956,30,60,65,60,2025-08-17 00:49
a24,0,15,17,1777.40,0.00,0,0,199.40,2043.80,0.00,0.00,0,732,10,20,65,60,2025-08-17 00:49
a25,1,22,25,1829.70,1829.70,5,5,381.70,2250.40,2211.40,0.00,0,5439,30,60,65,60,2025-08-17 00:49
a26,1,22,25,1922.20,1922.20,32,5,212.10,2199.30,2134.30,0.00,0,4969,30,60,65,60,2025-08-17 00:49
a27,0,15,17,1941.30,0.00,0,0,141.40,2147.70,0.00,0.00,0,790,10,20,65,60,2025-08-17 00:49
