Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5,5,210.00,200.00,210.00,0.00,10,0,0,20,65,60,2025-08-17 00:47
a02,1,16,18,0.00,0.00,30,5,160.00,150.00,160.00,0.00,10,0,0,20,65,60,2025-08-17 00:47
a03,0,28,28,1.40,0.00,0,0,118.50,183.90,0.00,0.00,0,1147,10,20,65,60,2025-08-17 00:47
a04,0,18,20,123.40,0.00,0,0,395.20,563.60,0.00,0.00,0,865,10,20,65,60,2025-08-17 00:47
a05,1,16,18,215.40,215.40,5,5,184.90,458.30,400.30,0.00,0,5261,30,60,65,60,2025-08-17 00:47
a06,0,15,17,224.00,0.00,0,0,331.30,594.30,0.00,0.00,0,5487,30,60,65,60,2025-08-17 00:47
a07,0,15,17,350.00,0.00,0,0,229.90,610.90,0.00,0.00,0,951,10,20,65,60,2025-08-17 00:47
a08,1,48,49,451.40,451.40,5,5,251.20,766.60,702.60,0.00,0,5500,30,60,65,60,2025-08-17 00:47
a09,0,15,17,455.80,0.00,0,0,336.70,820.50,0.00,0.00,0,1141,10,20,65,60,2025-08-17 00:47
a10,1,16,18,645.90,702.70,5,5,128.50,836.40,831.20,56.80,0,921,10,20,65,60,2025-08-17 00:47
a11,0,16,18,655.90,0.00,0,0,256.90,979.80,0.00,0.00,0,1000,10,20,65,60,2025-08-17 00:47
a12,0,28,28,705.10,0.00,0,0,306.30,1058.40,0.00,0.00,0,5488,30,60,65,60,2025-08-17 00:47
a13,0,18,20,736.10,0.00,0,0,162.80,927.90,0.00,0.00,0,4673,30,60,65,60,2025-08-17 00:47
a14,1,48,49,839.70,839.70,5,5,116.10,1022.80,955.80,0.00,0,5500,30,60,65,60,2025-08-17 00:47
a15,0,15,17,862.90,0.00,0,0,247.70,1136.60,0.00,0.00,0,1042,10,20,65,60,2025-08-17 00:47
a16,0,28,28,905.70,0.00,0,0,248.80,1218.50,0.00,0.00,0,5321,30,60,65,60,2025-08-17 00:47
a17,0,25,30,949.30,0.00,0,0,177.20,1175.50,0.00,0.00,0,5184,30,60,65,60,2025-08-17 00:47
a18,1,48,49,1048.50,1048.50,5,5,355.60,1466.10,1404.10,0.00,0,5500,30,60,65,60,2025-08-17 00:47
a19,0,15,17,1171.70,0.00,0,0,231.20,1450.90,0.00,0.00,0,1144,10,20,65,60,2025-08-17 00:47
a20,0,22,25,1447.20,0.00,0,0,342.60,1834.80,0.00,0.00,0,1086,10,20,65,60,2025-08-17 00:47
a21,1,20,22,1455.60,1455.60,5,5,248.60,1755.20,1704.20,0.00,0,5251,30,60,65,60,2025-08-17 00:47
a22,1,20,22,1463.30,1463.30,30,5,234.80,1756.10,1698.10,0.00,0,1158,10,20,65,60,2025-08-17 00:47
